                 Time	               V(OUT)
                    0	     4.99700164794922
               1e-010	     4.99700164794922
               2e-010	     4.99700164794922
4.00001522898674e-010	     4.99700164794922
8.00004568696022e-010	     4.99700164794922
               1e-009	     4.99700164794922
1.10000000034387e-009	      4.9902868270874
1.23075768981989e-009	     4.92285346984863
1.37269125019129e-009	     4.36997175216675
1.50645245497043e-009	     2.62797975540161
1.65478885804231e-009	    0.220250234007835
1.71633763869221e-009	  -0.0367076508700848
1.75171043422933e-009	  -0.0208512172102928
1.77424261976893e-009	  0.00177318218629807
1.79328525603677e-009	   0.0036564136389643
1.83068367817367e-009	 -0.00045717868488282
1.86558499165739e-009	-0.000158030728925951
1.93538761862482e-009	 0.000864819972775877
2.05143041142191e-009	 0.000624949811026454
2.28351599701609e-009	 0.000394689006498083
2.73925869890417e-009	 0.000489856523927301
3.65074410268034e-009	 0.000501086586154997
5.47371491023268e-009	 0.000499992165714502
9.11965652533735e-009	 0.000499808927997947
           1.002e-008	 0.000499898742418736
1.07491883230209e-008	 0.000499900022987276
1.22076394748688e-008	 0.000499900022987276
1.51245417785645e-008	 0.000499900022987276
2.09583463859558e-008	 0.000499900022987276
3.26259556007385e-008	 0.000499900022987276
 5.5961174030304e-008	 0.000499900022987276
1.02631610889435e-007	 0.000499900022987276
1.95972484607697e-007	 0.000499900022987276
 3.8265423204422e-007	 0.000499900022987276
7.56017726917267e-007	 0.000499900022987276
1.50274471666336e-006	 0.000499900022987276
2.99619869615555e-006	 0.000499900022987276
5.98310665513992e-006	 0.000499900022987276
1.19569225731087e-005	 0.000499900022987276
2.39045544090462e-005	 0.000499900022987276
4.77998180809212e-005	 0.000499900022987276
9.55903454246712e-005	 0.000499900022987276
         0.0001226005	 0.000499900022987276
         0.0001239499	 0.000499900022987276
         0.0001239826	 0.000499900022987276
         0.0001239827	 0.000499900022987276
 0.000125179179797363	 0.000499900022987276
  0.00012637585032959	 0.000499900022987276
 0.000128769191394043	 0.000499900022987276
