            Frequency	20*LOG10(V(OUT)/V(IN))
                    1	       3.4999690510655
     1.12201845430196	      3.49996937548866
     1.25892541179417	      3.49996927106593
     1.41253754462275	      3.49996880594308
     1.58489319246111	      3.49996806591197
     1.77827941003892	      3.49996785100349
     1.99526231496888	      3.49996760515859
     2.23872113856834	        3.499966807518
     2.51188643150958	      3.49996567357505
     2.81838293126445	      3.49996516665485
     3.16227766016838	      3.49996355219352
     3.54813389233575	      3.49996195220151
     3.98107170553497	      3.49995952391555
     4.46683592150963	      3.49995694877971
     5.01187233627272	      3.49995370062356
     5.62341325190348	      3.49994947544617
     6.30957344480192	      3.49994424882446
     7.07945784384137	      3.49993765640338
      7.9432823472428	      3.49992908503273
     8.91250938133744	      3.49991917141324
     9.99999999999998	      3.49990579477496
     11.2201845430196	      3.49988910244905
     12.5892541179417	      3.49986827903165
     14.1253754462275	       3.4998418346479
     15.8489319246111	      3.49980865974474
     17.7827941003892	      3.49976640546383
     19.9526231496888	      3.49971413552824
     22.3872113856833	      3.49964751349257
     25.1188643150957	      3.49956386615121
     28.1838293126445	      3.49945848695779
     31.6227766016837	      3.49932608047783
     35.4813389233575	      3.49915911994957
     39.8107170553496	      3.49894944178594
     44.6683592150962	      3.49868420956003
     50.1187233627271	      3.49835092404153
     56.2341325190347	      3.49793090538495
     63.0957344480191	      3.49740089540133
     70.7945784384136	       3.4967333526759
     79.4328234724279	      3.49589102835698
     89.1250938133743	      3.49482800016318
     99.9999999999997	      3.49348607945869
     112.201845430196	      3.49179072303767
     125.892541179416	      3.48964676514083
     141.253754462275	      3.48693232442488
     158.489319246111	      3.48349086399462
     177.827941003892	      3.47911981960373
     199.526231496887	      3.47355634000167
     223.872113856833	      3.46645771867624
     251.188643150957	      3.45736994649883
     281.838293126444	      3.44569167735149
     316.227766016837	      3.43061755123913
     354.813389233574	      3.41105708298731
     398.107170553496	      3.38551936445273
     446.683592150961	      3.35195039126027
      501.18723362727	      3.30749736579197
     562.341325190347	      3.24817240701486
     630.957344480191	      3.16839405156975
     707.945784384135	      3.06036600576041
     794.328234724278	      2.91331051376364
     891.250938133742	      2.71261549934245
     999.999999999995	      2.43912155538151
     1122.01845430196	      2.06899499914363
     1258.92541179416	      1.57486744592216
     1412.53754462275	      0.92888712780628
     1584.89319246111	     0.107709812351298
     1778.27941003891	    -0.901917757255891
     1995.26231496887	     -2.09944129987767
     2238.72113856833	     -3.47068512354229
     2511.88643150957	     -4.99184576400399
     2818.38293126444	     -6.63511896082308
     3162.27766016836	     -8.37355960466357
     3548.13389233573	     -10.1839700626218
     3981.07170553495	     -12.0479045144161
     4466.83592150961	     -13.9514862131206
     5011.87233627269	     -15.8846851765188
     5623.41325190346	     -17.8404903939278
     6309.57344480189	     -19.8141746358233
     7079.45784384134	     -21.8027230090535
     7943.28234724277	     -23.8044117001863
      8912.5093813374	     -25.8185148231237
     9999.99999999994	     -27.8451020150954
     11220.1845430196	     -29.8848779491742
     12589.2541179416	     -31.9390208311982
     14125.3754462275	     -34.0089437999644
      15848.931924611	     -36.0958462979563
     17782.7941003891	     -38.1998279466537
     19952.6231496887	     -40.3181245931404
     22387.2113856832	     -42.4417012015407
     25118.8643150956	     -44.5490280944462
     28183.8293126443	     -46.5959373339727
     31622.7766016836	     -48.5030532697119
     35481.3389233573	     -50.1513876928876
     39810.7170553494	     -51.4096186497439
      44668.359215096	     -52.2024362823812
     50118.7233627269	     -52.5655302372446
     56234.1325190345	     -52.6197676052545
     63095.7344480188	     -52.4977276952446
     70794.5784384133	     -52.2975666124227
     79432.8234724275	     -52.0775057783326
     89125.0938133739	     -51.8671648769378
     99999.9999999992	     -51.6793313738235


