                 Time	               V(OUT)
                    0	     4.99700164794922
               1e-009	     4.99700164794922
1.10000000034387e-009	     4.98701238632202
1.30000152324255e-009	     4.75173473358154
1.49876904372986e-009	     2.66999435424805
1.68379955624159e-009	     0.18458890914917
1.78116933141763e-009	  -0.0913860946893692
1.84971467290933e-009	  -0.0249093789607286
 1.8871363781106e-009	 -0.00373198883607984
1.93491322618837e-009	  0.00223459862172604
1.97780063074942e-009	  0.00138297490775585
 2.0635754398715e-009	 0.000532722333446145
2.17685918954129e-009	 0.000476926361443475
2.40342668888087e-009	 0.000495268148370087
2.85656168756004e-009	 0.000504140392877162
3.76283168491836e-009	 0.000500104739330709
  5.575371679635e-009	 0.000499872490763664
9.20045166906829e-009	 0.000499899033457041
1.64506116479349e-008	 0.000499900081194937
 3.0950931605668e-008	 0.000499900022987276
5.99515715211343e-008	 0.000499900022987276
1.17952851352067e-007	 0.000499900022987276
2.33955411013932e-007	 0.000499900022987276
4.65960530337663e-007	 0.000499900022987276
9.29970768985124e-007	 0.000499900022987276
1.85799124628005e-006	 0.000499900022987276
3.71403220086989e-006	 0.000499900022987276
7.42611411004958e-006	 0.000499900022987276
 1.4850277928409e-005	 0.000499900022987276
2.96986055651277e-005	 0.000499900022987276
5.93952608385652e-005	 0.000499900022987276
  0.00011878857138544	 0.000499900022987276
         0.0001511322	 0.000499900022987276
         0.0001553356	 0.000499900022987276
         0.0001555452	 0.000499900022987276
         0.0001555464	 0.000499900022987276
         0.0001555465	 0.000499900022987276
 0.000155546700001523	 0.000499900022987276
 0.000155547100004569	 0.000499900022987276
  0.00015554790001066	 0.000499900022987276
 0.000155549500022843	 0.000499900022987276
  0.00015555270004721	 0.000499900022987276
 0.000155559100095943	 0.000499900022987276
 0.000155571900193408	 0.000499900022987276
 0.000155597500388339	 0.000499900022987276
 0.000155648700778201	 0.000499900022987276
 0.000155751101557925	 0.000499900022987276
 0.000155955903117374	 0.000499900022987276
  0.00015636550623627	 0.000499900022987276
 0.000157184712474063	 0.000499900022987276
 0.000158823124949649	 0.000499900022987276
 0.000162099949900821	 0.000499900022987276
 0.000168653599803165	 0.000499900022987276
 0.000181760899607852	 0.000499900022987276
 0.000207975499217227	 0.000499900022987276
 0.000260404698435977	 0.000499900022987276
 0.000365263096873477	 0.000499900022987276
         0.0004105328	 0.000499900022987276
         0.0004208237	 0.000499900022987276
         0.0004216178	 0.000499900022987276
         0.0004216294	 0.000499900022987276
         0.0004216295	 0.000499900022987276
         0.0004216296	 0.000499900022987276
 0.000421630000003046	 0.000499900022987276
 0.000421630800009137	 0.000499900022987276
 0.000421632400021321	 0.000499900022987276
 0.000421635600045687	 0.000499900022987276
  0.00042164200009442	 0.000499900022987276
 0.000421654800191885	 0.000499900022987276
 0.000421680400386816	 0.000499900022987276
 0.000421731600776678	 0.000499900022987276
         0.0004217963	 0.000499900022987276
         0.0004217964	  0.00445488281548023
 0.000421796600001523	    0.158601433038712
  0.00042179679448496	     1.35251247882843
 0.000421796985056842	     4.28999996185303
  0.00042179705836357	     5.00557231903076
 0.000421797099749217	     5.05443477630615
  0.00042179712849216	     5.01721572875977
