    0.0000	      4.520
     1000.E-9	      4.520
     2.000E-6	      4.520
     3.000E-6	      4.520
     4.000E-6	      4.520
     5.000E-6	      4.520
     6.000E-6	      4.520
     7.000E-6	      4.520
     8.000E-6	      4.520
     9.000E-6	      4.520
     10.00E-6	      4.520
     11.00E-6	      4.520
     12.00E-6	      4.560
     13.00E-6	      4.520
     14.00E-6	      4.520
     15.00E-6	      4.520
     16.00E-6	      4.520
     17.00E-6	      4.520
     18.00E-6	      4.520
     19.00E-6	      4.520
     20.00E-6	      4.520
     21.00E-6	      4.520
     22.00E-6	      4.560
     23.00E-6	      4.520
     24.00E-6	      4.520
     25.00E-6	      4.520
     26.00E-6	      4.520
     27.00E-6	      4.520
     28.00E-6	      4.520
     29.00E-6	      4.560
     30.00E-6	      4.520
     31.00E-6	      4.520
     32.00E-6	      4.520
     33.00E-6	      4.520
     34.00E-6	      4.520
     35.00E-6	      4.520
     36.00E-6	      4.520
     37.00E-6	      4.520
     38.00E-6	      4.520
     39.00E-6	      4.520
     40.00E-6	      4.520
     41.00E-6	      4.560
     42.00E-6	      4.520
     43.00E-6	      4.520
     44.00E-6	      4.520
     45.00E-6	      4.520
     46.00E-6	      4.520
     47.00E-6	      4.520
     48.00E-6	      4.520
     49.00E-6	      4.520
     50.00E-6	      4.520
     51.00E-6	      4.520
     52.00E-6	      4.520
     53.00E-6	      4.520
     54.00E-6	      4.520
     55.00E-6	      4.520
     56.00E-6	      4.480
     57.00E-6	      4.520
     58.00E-6	      4.520
     59.00E-6	      4.520
     60.00E-6	      4.520
     61.00E-6	      4.520
     62.00E-6	      4.560
     63.00E-6	      4.520
     64.00E-6	      4.520
     65.00E-6	      4.520
     66.00E-6	      4.520
     67.00E-6	      4.520
     68.00E-6	      4.520
     69.00E-6	      4.520
     70.00E-6	      4.520
     71.00E-6	      4.520
     72.00E-6	      4.520
     73.00E-6	      4.520
     74.00E-6	      4.520
     75.00E-6	      4.520
     76.00E-6	      4.520
     77.00E-6	      4.520
     78.00E-6	      4.520
     79.00E-6	      4.520
     80.00E-6	      4.520
     81.00E-6	      4.560
     82.00E-6	      4.520
     83.00E-6	      4.520
     84.00E-6	      4.520
     85.00E-6	      4.520
     86.00E-6	      4.520
     87.00E-6	      4.520
     88.00E-6	      4.480
     89.00E-6	      4.520
     90.00E-6	      4.520
     91.00E-6	      4.520
     92.00E-6	      4.520
     93.00E-6	      4.520
     94.00E-6	      4.520
     95.00E-6	      4.520
     96.00E-6	      4.520
     97.00E-6	      4.520
     98.00E-6	      4.520
     99.00E-6	      4.520
     100.0E-6	      4.520
     101.0E-6	      4.520
     102.0E-6	      4.520
     103.0E-6	      4.480
     104.0E-6	      4.520
     105.0E-6	      4.520
     106.0E-6	      4.520
     107.0E-6	      4.520
     108.0E-6	      4.520
     109.0E-6	      4.520
     110.0E-6	      4.520
     111.0E-6	      4.520
     112.0E-6	      4.520
     113.0E-6	      4.520
     114.0E-6	      4.520
     115.0E-6	      4.520
     116.0E-6	      4.520
     117.0E-6	      4.520
     118.0E-6	      4.520
     119.0E-6	      4.520
     120.0E-6	      4.520
     121.0E-6	      4.520
     122.0E-6	      4.520
     123.0E-6	      4.520
     124.0E-6	      4.520
     125.0E-6	      4.520
     126.0E-6	      4.520
     127.0E-6	      4.520
     128.0E-6	      4.520
     129.0E-6	      4.520
     130.0E-6	      4.520
     131.0E-6	      4.520
     132.0E-6	      4.520
     133.0E-6	      4.520
     134.0E-6	      4.520
     135.0E-6	      4.520
     136.0E-6	      4.520
     137.0E-6	      4.520
     138.0E-6	      4.520
     139.0E-6	      4.520
     140.0E-6	      4.520
     141.0E-6	      4.520
     142.0E-6	      4.560
     143.0E-6	      4.520
     144.0E-6	      4.520
     145.0E-6	      4.520
     146.0E-6	      4.520
     147.0E-6	      4.560
     148.0E-6	      4.520
     149.0E-6	      4.560
     150.0E-6	      4.520
     151.0E-6	      4.520
     152.0E-6	      4.520
     153.0E-6	      4.520
     154.0E-6	      4.520
     155.0E-6	      4.520
     156.0E-6	      4.520
     157.0E-6	      4.520
     158.0E-6	      4.520
     159.0E-6	      4.520
     160.0E-6	      4.520
     161.0E-6	      4.520
     162.0E-6	      4.520
     163.0E-6	      4.520
     164.0E-6	      4.520
     165.0E-6	      4.560
     166.0E-6	      4.520
     167.0E-6	      4.520
     168.0E-6	      4.520
     169.0E-6	      4.520
     170.0E-6	      4.520
     171.0E-6	      4.520
     172.0E-6	      4.520
     173.0E-6	      4.520
     174.0E-6	      4.520
     175.0E-6	      4.520
     176.0E-6	      4.520
     177.0E-6	      4.520
     178.0E-6	      4.520
     179.0E-6	      4.520
     180.0E-6	      4.520
     181.0E-6	      4.520
     182.0E-6	      4.520
     183.0E-6	      4.520
     184.0E-6	      4.520
     185.0E-6	      4.520
     186.0E-6	      4.520
     187.0E-6	      4.520
     188.0E-6	      4.520
     189.0E-6	      4.520
     190.0E-6	      4.520
     191.0E-6	      4.520
     192.0E-6	      4.520
     193.0E-6	      4.520
     194.0E-6	      4.520
     195.0E-6	      4.520
     196.0E-6	      4.520
     197.0E-6	      4.520
     198.0E-6	      4.520
     199.0E-6	      4.520
     200.0E-6	      4.520
     201.0E-6	      4.520
     202.0E-6	      4.480
     203.0E-6	      4.520
     204.0E-6	      4.520
     205.0E-6	      4.520
     206.0E-6	      4.520
     207.0E-6	      4.520
     208.0E-6	      4.480
     209.0E-6	      4.520
     210.0E-6	      4.520
     211.0E-6	      4.520
     212.0E-6	      4.520
     213.0E-6	      4.520
     214.0E-6	      4.520
     215.0E-6	      4.520
     216.0E-6	      4.520
     217.0E-6	      4.520
     218.0E-6	      4.520
     219.0E-6	      4.520
     220.0E-6	      4.520
     221.0E-6	      4.520
     222.0E-6	      4.520
     223.0E-6	      4.560
     224.0E-6	      4.520
     225.0E-6	      4.520
     226.0E-6	      4.520
     227.0E-6	      4.520
     228.0E-6	      4.520
     229.0E-6	      4.520
     230.0E-6	      4.520
     231.0E-6	      4.520
     232.0E-6	      4.520
     233.0E-6	      4.520
     234.0E-6	      4.520
     235.0E-6	      4.520
     236.0E-6	      4.520
     237.0E-6	      4.520
     238.0E-6	      4.520
     239.0E-6	      4.520
     240.0E-6	      4.520
     241.0E-6	      4.520
     242.0E-6	      4.520
     243.0E-6	      4.520
     244.0E-6	      4.520
     245.0E-6	      4.520
     246.0E-6	      4.520
     247.0E-6	      4.520
     248.0E-6	      4.520
     249.0E-6	      4.520
     250.0E-6	      4.520
     251.0E-6	      4.520
     252.0E-6	      4.520
     253.0E-6	      4.520
     254.0E-6	      4.520
     255.0E-6	      4.520
     256.0E-6	      4.520
     257.0E-6	      4.520
     258.0E-6	      4.520
     259.0E-6	      4.560
     260.0E-6	      4.520
     261.0E-6	      4.520
     262.0E-6	      4.520
     263.0E-6	      4.520
     264.0E-6	      4.560
     265.0E-6	      4.560
     266.0E-6	      4.520
     267.0E-6	      4.520
     268.0E-6	      4.520
     269.0E-6	      4.520
     270.0E-6	      4.520
     271.0E-6	      4.560
     272.0E-6	      4.520
     273.0E-6	      4.520
     274.0E-6	      4.560
     275.0E-6	      4.520
     276.0E-6	      4.520
     277.0E-6	      4.520
     278.0E-6	      4.480
     279.0E-6	      4.520
     280.0E-6	      4.520
     281.0E-6	      4.520
     282.0E-6	      4.520
     283.0E-6	      4.520
     284.0E-6	      4.520
     285.0E-6	      4.520
     286.0E-6	      4.520
     287.0E-6	      4.520
     288.0E-6	      4.520
     289.0E-6	      4.520
     290.0E-6	      4.520
     291.0E-6	      4.520
     292.0E-6	      4.520
     293.0E-6	      4.520
     294.0E-6	      4.560
     295.0E-6	      4.520
     296.0E-6	      4.520
     297.0E-6	      4.520
     298.0E-6	      4.520
     299.0E-6	      4.520
     300.0E-6	      4.520
     301.0E-6	      4.520
     302.0E-6	      4.560
     303.0E-6	      4.520
     304.0E-6	      4.520
     305.0E-6	      4.560
     306.0E-6	      4.520
     307.0E-6	      4.520
     308.0E-6	      4.520
     309.0E-6	      4.520
     310.0E-6	      4.560
     311.0E-6	      4.520
     312.0E-6	      4.520
     313.0E-6	      4.520
     314.0E-6	      4.560
     315.0E-6	      4.520
     316.0E-6	      4.520
     317.0E-6	      4.520
     318.0E-6	      4.520
     319.0E-6	      4.520
     320.0E-6	      4.520
     321.0E-6	      4.520
