1	1.080	2.560	0
2	1.080	2.560	0
4	1.080	2.560	0
8	1.080	2.560	0
10	1.040	2.560	0
15	1.040	2.560	0
20	1.040	2.560	0
80	1.000	2.560	200
120	1.080	2.560	300
200	1.040	2.560	400
500	1.000	2.360	360
800	1.000	2.280	420
900	1.000	2.240	420
1000	1.000	2.120	420
1200	1.000	1.680	420
1400	1.000	1.080	440
1500	1.000	0.800	420
2000	1.000	0.336	370
5000	1.000	0.060	
10000	1.200	0.048	
20000	1.200	0.056	

