10	135	20	6.12	1
30	135	20	6.16	1
60	135	20	6.12	1
100	135	20	6.16	1
300	135	20	6.16	1
600	135	20	6.12	1
1000	137	20	6.24	1
3000	138	20	6.2	1
6000	138	20	6.08	1
10000	138	20	5.76	1
30000	142	20	3.28	1
60000	140	20	2.12	0.5
100000	142	20	1.14	0.2
300000	141	20	0.34	0.2
600000	140	20	0.22	0.1
1000000	140	20	0.14	0.1
3000000	140	20	0.02	0.05



