10	444	100	14.6	2
30	448	100	14.6	2
60	452	100	14.6	2
100	452	100	14.6	2
300	452	100	14.5	2
600	452	100	14.4	2
1000	452	100	14.3	2
3000	464	100	14.5	2
6000	464	100	14.2	2
10000	468	100	13.7	2
30000	144	50	3	1
60000	140	20	1.8	0.5
100000	140	20	1.15	0.2
300000	140	20	0.38	0.1
600000	140	20	0.22	0.1
1000000	142	20	0.12	0.05


