1208	888	200	120	20
1311	888	200	145	20
1404	888	200	180	50
1504	888	200	224	50
1600	888	200	298	50
1709	888	200	488	100
1812	888	200	896	200
1850	888	200	1330	200
1875	888	200	1860	500
1908	888	200	2520	500
1957	888	200	1750	500
2000	888	200	1100	500
2053	888	200	728	200
2105	888	200	568	200
2180	888	200	428	200
2299	888	200	320	100
2407	888	200	236	50
2513	888	200	200	50
2600	888	200	176	50
2695	888	200	164	50
2801	888	200	145	20
2882	888	200	137	20
3003	888	200	126	20



