10	136	20	0.91	0.2
30	138	20	0.92	0.2
60	136	20	0.92	0.2
100	136	20	0.92	0.2
300	136	20	0.92	0.2
600	136	20	0.92	0.2
1000	136	20	0.93	0.2
3000	138	20	0.94	0.2
6000	137	20	0.93	0.2
10000	138	20	0.93	0.2
30000	136	20	0.92	0.2
60000	138	20	0.86	0.2
100000	136	20	0.76	0.2
300000	140	20	0.35	0.1
600000	140	20	0.26	0.1
1000000	140	20	0.11	0.05

